"peak_number","unique_id","compounds_id","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","sample_name","mass_list_name","mass_list_match"
19661,"Dichlorophene_BTM02818_21.391",6071,"Dichlorophene_BTM02818","C13 H11 Cl O3","No match","Invalid mass","Full match",-0.32,250.03959,251.04685,21.391,5286694.87220941,4,84.4,9.2,"PreferredDDA","[M+H]+1","a5_a",724548.540107366,7.5,"a","a5","01-middle-half","itnantibiotic_cyp_metabolites","Single match found"
19661,"Dichlorophene_BTM02818_21.391",6071,"Dichlorophene_BTM02818","C13 H11 Cl O3","No match","Invalid mass","Full match",-0.32,250.03959,251.04685,21.391,5286694.87220941,4,84.4,9.2,"PreferredDDA","[M+H]+1","a5_b",2468939.88091521,5.1,"b","a5","01-middle-half","itnantibiotic_cyp_metabolites","Single match found"
19661,"Dichlorophene_BTM02818_21.391",6071,"Dichlorophene_BTM02818","C13 H11 Cl O3","No match","Invalid mass","Full match",-0.32,250.03959,251.04685,21.391,5286694.87220941,4,84.4,9.2,"PreferredDDA","[M+H]+1","a51_a",4450011.64808193,7.3,"a","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
19661,"Dichlorophene_BTM02818_21.391",6071,"Dichlorophene_BTM02818","C13 H11 Cl O3","No match","Invalid mass","Full match",-0.32,250.03959,251.04685,21.391,5286694.87220941,4,84.4,9.2,"PreferredDDA","[M+H]+1","a51_b",4938473.78374113,8.9,"b","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
19754,"Difloxacin_BTM04221_7.518",122463,"Difloxacin_BTM04221","C21 H19 F2 N3 O4","No match","No results","Full match",-2.73,415.13323,416.14051,7.518,187925.471035448,0,NA,NA,"PreferredDDA","[M+H]+1","a16_a",101887.154978937,7.1,"a","a16","08-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
19754,"Difloxacin_BTM04221_7.518",122463,"Difloxacin_BTM04221","C21 H19 F2 N3 O4","No match","No results","Full match",-2.73,415.13323,416.14051,7.518,187925.471035448,0,NA,NA,"PreferredDDA","[M+H]+1","a16_b",151209.845140831,6.8,"b","a16","08-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20277,"Dolastatin 10_BTM03991_1.196",92511,"Dolastatin 10_BTM03991","C13 H27 N3 O2","Full match","No results","Full match",0.46,257.21045,258.21772,1.196,191245.835107001,0,NA,NA,"PreferredDDA","[M+H]+1","a34_a",168972.320247451,8.5,"a","a34","18-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20277,"Dolastatin 10_BTM03991_1.196",92511,"Dolastatin 10_BTM03991","C13 H27 N3 O2","Full match","No results","Full match",0.46,257.21045,258.21772,1.196,191245.835107001,0,NA,NA,"PreferredDDA","[M+H]+1","a34_b",154318.438810938,8.5,"b","a34","18-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20277,"Dolastatin 10_BTM03991_1.196",92511,"Dolastatin 10_BTM03991","C13 H27 N3 O2","Full match","No results","Full match",0.46,257.21045,258.21772,1.196,191245.835107001,0,NA,NA,"PreferredDDA","[M+H]+1","a51_a",191245.835107001,6.8,"a","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
20277,"Dolastatin 10_BTM03991_1.196",92511,"Dolastatin 10_BTM03991","C13 H27 N3 O2","Full match","No results","Full match",0.46,257.21045,258.21772,1.196,191245.835107001,0,NA,NA,"PreferredDDA","[M+H]+1","a51_b",172343.035135128,7.9,"b","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a10_a",753808.517288583,8,"a","a10","04-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a10_b",914858.261347381,7,"b","a10","04-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a2_a",1073832.93847406,8.6,"a","a2","01-middle-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a2_b",945885.284708079,9.1,"b","a2","01-middle-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a22_a",623661.78679594,8.6,"a","a22","11-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a22_b",644387.266685782,8.6,"b","a22","11-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a28_a",809738.263486583,8,"a","a28","15-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a28_b",783813.404561248,8.6,"b","a28","15-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a3_a",2100920.38739393,7.3,"a","a3","01-top-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a3_b",2141082.48932735,8.9,"b","a3","01-top-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a34_a",1257496.83065105,7.5,"a","a34","18-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a34_b",1378262.92347347,8.9,"b","a34","18-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a4_a",794418.642569465,6.4,"a","a4","01-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a4_b",824952.531164558,8.6,"b","a4","01-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a40_a",2943527.58310758,8.9,"a","a40","22-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a40_b",2931382.5807707,8.9,"b","a40","22-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a46_a",1213700.12895206,8.6,"a","a46","25-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a46_b",1191848.94061899,8.6,"b","a46","25-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a49_a",1717116.5332115,7.8,"a","a49","29-bottom-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a49_b",1658809.03806384,8.9,"b","a49","29-bottom-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a5_a",1006933.51582896,8,"a","a5","01-middle-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a5_b",967635.524399883,5.9,"b","a5","01-middle-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a50_a",2394572.58087484,8.9,"a","a50","29-middle-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a50_b",2313291.14856478,7.8,"b","a50","29-middle-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a51_a",520209.655920669,8.3,"a","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a51_b",528234.385229551,8.6,"b","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a52_a",754194.686689378,8,"a","a52","29-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a52_b",884430.928405951,9.1,"b","a52","29-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a54_a",1118624.11931227,7,"a","a54","29-top-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a54_b",1397203.25904649,7.3,"b","a54","29-top-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a6_a",1154424.62133359,8.6,"a","a6","01-top-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20407,"Econazole_BTM03573_12.402",7134,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Full match","No results","Full match",0.59,256.01717,279.00642,12.402,2943527.58310758,0,NA,NA,"PreferredDDA","[M+Na]+1","a6_b",1115523.47788709,9.1,"b","a6","01-top-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20408,"Econazole_BTM03573_9.043",85180,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Not the top hit","Partial match","Full match",0.37,256.01711,257.02439,9.043,419677.203029421,3,77.4,73.3,"PreferredDDA","[M+H]+1","a40_a",137859.742112011,7.4,"a","a40","22-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20408,"Econazole_BTM03573_9.043",85180,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Not the top hit","Partial match","Full match",0.37,256.01711,257.02439,9.043,419677.203029421,3,77.4,73.3,"PreferredDDA","[M+H]+1","a40_b",164092.591203159,7.9,"b","a40","22-bottom-half","itnantibiotic_cyp_metabolites","Multiple matches found"
20408,"Econazole_BTM03573_9.043",85180,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Not the top hit","Partial match","Full match",0.37,256.01711,257.02439,9.043,419677.203029421,3,77.4,73.3,"PreferredDDA","[M+H]+1","a50_a",332884.098143514,6.6,"a","a50","29-middle-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20408,"Econazole_BTM03573_9.043",85180,"Econazole_BTM03573","C11 H10 Cl2 N2 O","Not the top hit","Partial match","Full match",0.37,256.01711,257.02439,9.043,419677.203029421,3,77.4,73.3,"PreferredDDA","[M+H]+1","a50_b",287298.339678882,8.8,"b","a50","29-middle-quarter","itnantibiotic_cyp_metabolites","Multiple matches found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a1_a",3438464.49754652,5.1,"a","a1","01-bottom-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a1_b",3297880.98604036,6.2,"b","a1","01-bottom-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a16_a",2885881.83368976,5.1,"a","a16","08-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a16_b",3353195.06032096,6.2,"b","a16","08-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a2_a",2844331.72417495,6.2,"a","a2","01-middle-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a2_b",2986016.67652608,5.7,"b","a2","01-middle-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a22_a",2629214.91354259,6.2,"a","a22","11-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a22_b",3248211.0475846,5.7,"b","a22","11-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a28_a",2283291.08707664,5.7,"a","a28","15-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a28_b",2835807.04390058,6.2,"b","a28","15-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a3_a",2564731.84876998,5.1,"a","a3","01-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a3_b",2423613.30899045,8.4,"b","a3","01-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a34_a",2090286.41625963,5.1,"a","a34","18-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a34_b",3542501.51087911,5.7,"b","a34","18-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a40_a",3090332.85737848,7.3,"a","a40","22-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a40_b",3155651.44241177,7.3,"b","a40","22-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a46_a",2705374.11459355,6.2,"a","a46","25-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a46_b",2914287.15292657,7.3,"b","a46","25-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a49_a",3032513.06707683,6.2,"a","a49","29-bottom-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a49_b",2803341.64176911,6.2,"b","a49","29-bottom-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a5_a",2783198.24486984,5.7,"a","a5","01-middle-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a5_b",3157271.3559179,6.2,"b","a5","01-middle-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a51_a",3248946.69462027,5.7,"a","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a51_b",3104583.02297088,5.7,"b","a51","29-top-quarter","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a52_a",3230951.86773139,5.7,"a","a52","29-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a52_b",4075484.65296391,6.2,"b","a52","29-bottom-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a53_a",2686234.29402871,5.1,"a","a53","29-middle-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a53_b",3302091.0043124,5.7,"b","a53","29-middle-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a54_a",2669835.55964553,5.1,"a","a54","29-top-half","itnantibiotic_cyp_metabolites","Single match found"
20559,"Emiglitate_BTM03105_16.525",9860,"Emiglitate_BTM03105","C9 H10 O3","Not the top hit","Partial match","Full match",0.26,166.06304,167.07031,16.525,4075484.65296391,1,77.7,73.5,"PreferredDDA","[M+H]+1","a54_b",2604167.86236658,7.3,"b","a54","29-top-half","itnantibiotic_cyp_metabolites","Single match found"
20577,"Emiglitate_BTM03105_20.358",96049,"Emiglitate_BTM03105","C9 H10 O3","Full match","No results","Full match",0.37,166.06306,167.07033,20.358,553136.393951712,0,NA,NA,"NoMSn","[M+H]+1","a50_a",382795.709596728,6.1,"a","a50","29-middle-quarter","itnantibiotic_cyp_metabolites","Single match found"
20577,"Emiglitate_BTM03105_20.358",96049,"Emiglitate_BTM03105","C9 H10 O3","Full match","No results","Full match",0.37,166.06306,167.07033,20.358,553136.393951712,0,NA,NA,"NoMSn","[M+H]+1","a50_b",114398.03326718,7.1,"b","a50","29-middle-quarter","itnantibiotic_cyp_metabolites","Single match found"
20580,"Emiglitate_BTM03105_6.461",108449,"Emiglitate_BTM03105","C9 H10 O3","Full match","Partial match","Full match",0.38,166.06306,167.07033,6.461,417330.509603314,3,81.2,9.1,"PreferredDDA","[M+H]+1","a6_a",343972.131448921,5.5,"a","a6","01-top-half","itnantibiotic_cyp_metabolites","Single match found"
20580,"Emiglitate_BTM03105_6.461",108449,"Emiglitate_BTM03105","C9 H10 O3","Full match","Partial match","Full match",0.38,166.06306,167.07033,6.461,417330.509603314,3,81.2,9.1,"PreferredDDA","[M+H]+1","a6_b",417330.509603314,6.1,"b","a6","01-top-half","itnantibiotic_cyp_metabolites","Single match found"
20575,"Emiglitate_BTM03105_7.071",87083,"Emiglitate_BTM03105","C9 H10 O3","Full match","Partial match","Full match",0.29,166.06304,167.07032,7.071,832249.047044877,2,78.5,8.9,"PreferredDDA","[M+H]+1","a1_a",662352.029615769,5.9,"a","a1","01-bottom-quarter","itnantibiotic_cyp_metabolites","Single match found"
