function	description	A4	A5	A6	A52	A53	A54
K00949	thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]	11409.05	9914.81	12254.36	16423.32	11814.15	10141.02
K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	28832.02	27595.17	31504.620000000006	31232.57	26872.8	37671.459999999985
K00951	relA; GTP pyrophosphokinase [EC:2.7.6.5]	35661.789999999986	36164.26	36495.13000000001	38807.97	33856.939999999995	45289.13000000001
K00952	nadM; nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]	4086.5	4482.17	3858.17	2769.83	4860.17	2322.21
K00954	E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase [EC:2.7.7.3]	32815.450000000004	32631.339999999997	33329.960000000014	34891.97	31748.349999999984	36721.38
K00955	cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]	10238.16	8543.33	9758.17	13292.25	10188.58	7612.92
K00956	cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	13976.41	15481.37	12714.27	9736.57	11966.21	13643.36
K00957	cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	24364.570000000003	24236.529999999995	22887.77	23678.82	22411.119999999995	21414.78
K00958	sat, met3; sulfate adenylyltransferase [EC:2.7.7.4]	4975.7	5225.33	3959.13	5337.8499999999985	4048.89	10055.67
K00960	E2.7.7.6; DNA-directed RNA polymerase [EC:2.7.7.6]	15.0	3.0	18.0	453.5	107.0	2430.06
K00962	pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]	32821.450000000004	32627.339999999997	33327.960000000014	34904.97	31748.349999999984	36715.38
K00963	UGP2, galU, galF; UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	28896.95	27433.789999999994	27909.189999999995	29932.200000000004	26477.939999999995	35633.399999999994
K00965	galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]	12367.249999999998	13498.2	12036.11	12449.39	13614.17	15732.51
K00966	GMPP; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	6803.25	4966.42	7249.84	11297.58	6945.42	4426.17
K00968	PCYT1; choline-phosphate cytidylyltransferase [EC:2.7.7.15]	84.0	96.5	56.0	106.0	57.5	503.0
K00969	nadD; nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	29739.460000000006	29176.46	29905.45	33465.98	30768.349999999984	35097.89
K00970	pcnB; poly(A) polymerase [EC:2.7.7.19]	22682.4	21418.86	23180.1	25914.32	19736.03	26741.28
K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	18069.82	20338.28	16558.420000000002	17355.32	19966.759999999995	16310.2
K00972	UAP1; UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine diphosphorylase [EC:2.7.7.23 2.7.7.83]	136.16	113.33	167.0	164.33	203.33	36.0
K00973	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	42051.930000000015	42793.169999999984	41413.78	41095.28	42919.12	22138.540000000005
K00974	cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	15590.21	16323.03	16978.46	14377.22	14193.61	19485.290000000005
K00975	glgC; glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	21343.800000000007	22179.09	18554.51	21173.65	22036.019999999997	18031.35
K00978	rfbF; glucose-1-phosphate cytidylyltransferase [EC:2.7.7.33]	3047.16	3196.16	2349.67	2713.0	3005.83	1996.92
K00979	kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]	15706.82	16824.71	16034.1	12224.57	14995.79	14891.61
K00980	tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	522.0	712.0	639.8199999999998	1062.17	623.37	11963.67
K00981	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	31560.78	33247.18	32726.890000000007	29374.96	30039.39	36991.12999999998
K00982	glnE; [glutamine synthetase] adenylyltransferase / [glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [EC:2.7.7.42 2.7.7.89]	13918.4	14672.36	13678.1	11047.82	10463.2	25071.28
K00983	neuA; N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]	1020.17	1104.0	1000.33	3110.17	1504.0	10691.67
K00984	"aadA; streptomycin 3""-adenylyltransferase [EC:2.7.7.47]"	69.0	121.85	200.0	129.39999999999998	41.7	811.12
K00986	ltrA; RNA-directed DNA polymerase [EC:2.7.7.49]	2157.83	2289.51	2453.67	2002.33	1333.67	719.33
K00988	APA1_2; ATP adenylyltransferase [EC:2.7.7.53]	159.0	189.0	217.0	45.0	118.0	88.0
K00989	rph; ribonuclease PH [EC:2.7.7.56]	25596.130000000005	24469.08	25448.32	26757.119999999995	24147.859999999993	32934.84
K00990	glnD; [protein-PII] uridylyltransferase [EC:2.7.7.59]	17050.910000000003	15483.46	17673.6	17346.489999999998	13095.87	17181.78
K00991	ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	28808.12000000001	28306.009999999995	30153.29	29665.140000000007	27780.019999999997	26233.800000000007
K00992	murU; N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]	6897.83	6837.71	7796.84	4408.5	4213.59	12392.75
K00995	pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	47256.62	45176.83	47480.81000000001	48993.2	43388.05999999998	42369.13
K00996	rfbP; undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]	86.0	74.5	60.0	95.07	71.5	34.5
K00997	acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	21964.950000000004	24231.74	20362.46	22147.23	21842.599999999995	23766.55
K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	212.33	234.67	331.26	29.24	12.87	368.86
K00999	CDIPT; CDP-diacylglycerol--inositol 3-phosphatidyltransferase [EC:2.7.8.11]	254.0	317.0	222.0	289.0	255.0	213.0
K01000	mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]	36027.289999999986	36143.50999999999	35808.460000000014	37585.64	34153.51999999998	37147.88000000001
K01001	ALG7; UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase [EC:2.7.8.15]	73.5	49.67	55.17	89.33	53.17	9.0
K01002	mdoB; phosphoglycerol transferase [EC:2.7.8.20]	761.83	214.97	2064.43	82.82	257.2	906.72
K01003	bcpA; oxaloacetate decarboxylase [EC:4.1.1.3]	180.5	167.0	145.5	175.0	180.0	101.0
K01004	pcs; phosphatidylcholine synthase [EC:2.7.8.24]	1748.16	1957.16	1291.0	1368.5	1710.33	1351.42
K01006	ppdK; pyruvate, orthophosphate dikinase [EC:2.7.9.1]	18566.37	19539.96	16305.98	18436.16	20639.7	8261.01
K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	23217.660000000003	21702.629999999994	22887.61	20577.9	20625.12	24722.69
K01008	selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]	11916.3	10518.67	12296.6	16769.79	11333.33	8326.42
K01011	TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	52545.67000000001	57769.06000000001	50222.12	37841.499999999985	53226.9	65556.18
K01012	bioB; biotin synthase [EC:2.8.1.6]	27355.41	26410.919999999995	29161.61	27996.83	25593.34999999999	33172.03
K01014	SULT1A; aryl sulfotransferase [EC:2.8.2.1]	3.0	0.0	2.0	1.0	0.0	0.0
K01023	assT; arylsulfate sulfotransferase [EC:2.8.2.22]	3.0	5.0	4.0	0.0	1.0	32.38
K01026	pct; propionate CoA-transferase [EC:2.8.3.1]	684.76	627.33	488.68	547.32	623.3	204.04
K01027	OXCT; 3-oxoacid CoA-transferase [EC:2.8.3.5]	323.0	385.0	422.0	339.0	199.33	3153.5
K01028	E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]	14911.25	16613.66	17327.059999999998	12776.5	10756.92	33896.899999999994
K01029	E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]	15241.25	16588.99	16940.059999999998	13477.5	11513.92	31194.4
K01031	pcaI; 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]	4469.16	4824.84	4567.01	3498.58	2182.42	16169.58
K01032	pcaJ; 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]	4225.16	4532.84	4241.01	3254.58	2045.42	14683.58
K01034	atoD; acetate CoA/acetoacetate CoA-transferase alpha subunit [EC:2.8.3.8 2.8.3.9]	1032.5700000000004	707.71	1046.64	1130.6799999999996	938.57	357.0
K01035	atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]	1092.5700000000004	768.71	1092.64	1250.6799999999996	986.57	364.0
K01039	gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]	3785.0	1648.83	4519.0	9172.75	3954.25	2618.17
K01040	gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]	713.0	836.5	750.0	2396.0	965.0	740.0
K01042	selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]	9816.3	8223.21	10398.6	13848.86	8975.829999999998	5824.37
K01046	lip, TGL2; triacylglycerol lipase [EC:3.1.1.3]	9116.58	8950.500000000002	8537.86	8276.369999999999	5156.91	21669.81
K01048	pldB; lysophospholipase [EC:3.1.1.5]	3707.19	4547.29	4016.02	4450.540000000001	3471.2700000000004	8221.55
K01051	E3.1.1.11; pectinesterase [EC:3.1.1.11]	98.0	92.5	113.6	69.57	60.7	1398.87
K01053	E3.1.1.17, gnl, RGN; gluconolactonase [EC:3.1.1.17]	4848.65	5384.49	4845.67	3730.66	4448.99	3454.92
K01055	pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24]	10593.16	9191.79	10703.34	13030.5	8792.5	19701.81
K01056	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	32826.700000000004	32632.089999999997	33334.460000000014	34911.97	31752.349999999984	36724.88
K01057	PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]	15255.75	13554.48	15571.0	17459.92	14560.25	17333.59
K01058	pldA; phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	4198.66	4008.55	5912.6	2040.57	1468.2900000000004	9661.19
K01060	cah; cephalosporin-C deacetylase [EC:3.1.1.41]	590.69	578.02	503.54	524.21	618.14	1054.21
K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	25362.650000000005	22717.66	26048.54	28793.550000000007	21483.64	22651.64
K01066	aes; acetyl esterase [EC:3.1.1.-]	21838.74	19492.62	23671.81	25873.81	18294.95	19399.53
K01067	E3.1.2.1, ACH1; acetyl-CoA hydrolase [EC:3.1.2.1]	96.0	194.0	219.5	137.0	42.0	1697.5
K01069	gloB, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]	16339.16	17352.059999999998	15871.77	10570.72	15072.24	27201.290000000005
K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	7665.16	7747.72	9335.87	4730.57	3895.49	13042.0
K01071	MCH; medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21]	288.0	211.33	259.5	46.0	86.0	229.21
K01073	E3.1.2.20; acyl-CoA hydrolase [EC:3.1.2.20]	0.0	0.0	2.0	2.0	28.0	150.0
K01075	E3.1.2.23; 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]	1482.0	1551.12	1362.67	1122.5	1236.0	2589.0
K01077	E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]	9239.66	10149.17	11338.65	7991.08	9591.54	13291.85
K01078	PHO; acid phosphatase [EC:3.1.3.2]	962.5	343.67	2193.17	175.5	426.67	1300.5
K01079	serB, PSPH; phosphoserine phosphatase [EC:3.1.3.3]	23098.410000000003	23049.529999999995	21118.77	20724.82	21182.209999999992	27454.78
K01081	E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]	15627.08	17184.159999999996	16006.22	13291.26	13356.51	31897.61
K01082	cysQ, MET22, BPNT1; 3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]	18558.07	14090.71	19745.93	23285.82	16016.44	11994.11
K01083	E3.1.3.8; 3-phytase [EC:3.1.3.8]	2586.0	2053.0	4260.5	1250.5	1154.0	3491.5
K01085	agp; glucose-1-phosphatase [EC:3.1.3.10]	200.33	215.67	275.93	28.57	11.2	40.86
K01086	fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]	154.0	137.17000000000002	112.17	171.0	143.67	89.0
K01087	otsB; trehalose 6-phosphate phosphatase [EC:3.1.3.12]	10763.58	8269.49	11872.1	13568.4	9156.28	18873.61
K01089	hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]	3789.33	3746.67	5463.76	3273.24	3888.87	3485.86
K01090	E3.1.3.16; protein phosphatase [EC:3.1.3.16]	29560.28	29060.78	28722.92	31542.640000000007	28759.52	53846.83
K01091	gph; phosphoglycolate phosphatase [EC:3.1.3.18]	43083.81000000001	42658.75	46367.64	40463.069999999985	36055.41	55220.60999999999
K01092	E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	46197.82000000001	45262.58	44861.66	50002.73	44207.9	61269.01999999999
K01093	appA; 4-phytase / acid phosphatase [EC:3.1.3.26 3.1.3.2]	80.33	81.67	46.43	43.0	61.7	46.33
K01095	pgpA; phosphatidylglycerophosphatase A [EC:3.1.3.27]	9572.16	10635.55	8526.27	6008.4	8434.29	10838.83
K01096	pgpB; phosphatidylglycerophosphatase B [EC:3.1.3.27 3.1.3.81 3.1.3.4 3.6.1.27]	1791.66	1821.96	2108.26	963.24	499.87	583.36
K01101	E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41]	1513.84	1675.6799999999996	2282.38	3444.24	1011.7	6894.52
K01104	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]	46866.38000000001	48428.85	49242.68	44570.7	42356.94999999998	60533.33
K01113	phoD; alkaline phosphatase D [EC:3.1.3.1]	16605.4	10363.69	19997.51	24573.91	13150.83	25580.18
K01114	plc; phospholipase C [EC:3.1.4.3]	4904.07	2028.12	6349.81	7966.11	4189.23	5515.17
K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	487.0	502.0	359.0	349.0	502.0	153.0
K01117	E3.1.4.12; sphingomyelin phosphodiesterase [EC:3.1.4.12]	3.0	0.0	1.0	11.0	0.0	4.5
K01118	acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.1.17]	8756.779999999999	9062.510000000002	10618.04	7771.34	5553.02	14802.53
K01119	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]	7022.1799999999985	8337.85	7533.27	6832.049999999998	6070.949999999999	10435.8
K01120	cpdP; 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]	76.0	73.0	86.0	10.0	65.33	73.0
K01126	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	53970.18	55088.69999999999	56230.06000000001	59240.14	49541.31999999999	97225.17
K01129	dgt; dGTPase [EC:3.1.5.1]	30212.200000000004	30548.829999999994	28454.91	32224.57	29901.07	36458.82
K01130	E3.1.6.1, aslA; arylsulfatase [EC:3.1.6.1]	27916.960000000006	17210.99	29797.44	42132.8	27641.69	14147.330000000002
K01132	GALNS; N-acetylgalactosamine-6-sulfatase [EC:3.1.6.4]	0.0	0.0	0.0	0.0	1.0	4.0
K01133	betC; choline-sulfatase [EC:3.1.6.6]	1522.5	1670.5	1139.0	1120.5	1408.5	1169.25
K01134	ARSA; arylsulfatase A [EC:3.1.6.8]	19.66	3.83	4.0	1.33	8.83	37.0
K01136	IDS; iduronate 2-sulfatase [EC:3.1.6.13]	28.5	5.0	20.0	34.0	33.0	38.0
K01137	GNS; N-acetylglucosamine-6-sulfatase [EC:3.1.6.14]	79.5	11.0	164.0	13.0	107.0	0.0
K01138	K01138; uncharacterized sulfatase [EC:3.1.6.-]	161.17	80.62	120.73	97.36	112.96	162.2
K01139	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	5039.66	4418.3	5909.1	3378.74	2918.96	10612.11
K01141	sbcB, exoI; exodeoxyribonuclease I [EC:3.1.11.1]	2173.83	2154.42	3981.93	414.24	800.7099999999998	1807.36
K01142	E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]	45036.87	45885.22999999999	45146.8	42826.99000000001	41929.41	52959.35
K01143	E3.1.11.3; exodeoxyribonuclease (lambda-induced) [EC:3.1.11.3]	0.0	0.0	0.0	0.0	0.0	1.86
K01144	E3.1.11.5; exodeoxyribonuclease V [EC:3.1.11.5]	5130.5	5779.33	4835.5	4900.67	5807.0	3414.42
K01146	xni; protein Xni	208.33	224.67	307.26	29.24	12.87	40.86
K01147	rnb; exoribonuclease II [EC:3.1.13.1]	1965.83	2466.42	2381.93	974.74	1072.04	765.36
K01150	endA; deoxyribonuclease I [EC:3.1.21.1]	239.33	274.67	396.26	157.23999999999995	52.87	115.86
K01151	nfo; deoxyribonuclease IV [EC:3.1.21.2]	23432.04	25600.48	21717.29	22653.55	24925.18	16567.63
K01153	hsdR; type I restriction enzyme, R subunit [EC:3.1.21.3]	46005.03	44960.07	46725.88000000001	44309.62	44152.23	26485.31
K01154	hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]	34836.48	34630.899999999994	36030.83	29713.4	33067.609999999986	22986.31
K01155	E3.1.21.4; type II restriction enzyme [EC:3.1.21.4]	771.0	865.0	650.0	777.5	1220.25	2691.5
K01156	res; type III restriction enzyme [EC:3.1.21.5]	3871.0	1517.99	4272.5	7702.5	3739.5	9674.0
K01159	ruvC; crossover junction endodeoxyribonuclease RuvC [EC:3.1.22.4]	31673.520000000004	31070.529999999995	31331.730000000003	32920.9	31100.52	29753.78
K01160	rusA; crossover junction endodeoxyribonuclease RusA [EC:3.1.22.4]	201.33	177.67	257.43	4.0	16.2	107.0
K01161	E3.1.25.1; deoxyribonuclease (pyrimidine dimer) [EC:3.1.25.1]	0.0	0.0	0.0	5.0	0.0	0.0
K01163	K01163; uncharacterized protein	2610.94	2224.59	2411.71	2921.71	3105.98	653.54
K01166	E3.1.27.1; ribonuclease T2 [EC:3.1.27.1]	4487.83	4632.46	3876.0	3373.17	3120.42	3475.25
K01167	E3.1.27.3; ribonuclease T1 [EC:3.1.27.3]	4158.5	4990.25	3872.17	2683.0	2694.17	994.67
K01169	rna; ribonuclease I (enterobacter ribonuclease) [EC:3.1.27.6]	0.0	0.0	0.1	0.57	0.2	33.53
K01170	endA; tRNA-intron endonuclease, archaea type [EC:4.6.1.16]	4086.5	4482.17	3857.17	2769.83	4860.17	2321.5
K01173	ENDOG; endonuclease G, mitochondrial	4621.83	4592.54	6243.5	3108.0	2434.09	12625.89
K01174	nuc; micrococcal nuclease [EC:3.1.31.1]	8172.17	6824.5	9476.27	11317.59	8375.67	11548.4
K01175	ybfF; esterase [EC:3.1.-.-]	2154.66	2066.3	2334.93	1333.5700000000004	638.87	1378.6899999999996
K01176	AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]	1486.16	1435.22	1438.0300000000007	1955.58	1512.8300000000004	8485.96
K01178	SGA1; glucoamylase [EC:3.2.1.3]	121.0	108.5	66.0	81.5	114.5	255.0
K01179	E3.2.1.4; endoglucanase [EC:3.2.1.4]	12467.16	13204.82	11876.21	18265.24	14914.74	12546.96
K01180	E3.2.1.6; endo-1,3(4)-beta-glucanase [EC:3.2.1.6]	1.0	0.0	0.0	0.0	2.33	0.0
K01181	E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]	1347.0	1473.0	1389.67	1513.25	1764.25	5353.51
K01182	IMA, malL; oligo-1,6-glucosidase [EC:3.2.1.10]	1056.33	1115.48	994.83	2216.24	1207.87	2198.56
K01183	E3.2.1.14; chitinase [EC:3.2.1.14]	981.0	717.5699999999998	1174.51	1196.32	825.92	4825.18
K01185	E3.2.1.17; lysozyme [EC:3.2.1.17]	4230.83	3917.49	5420.36	1648.67	1987.57	2742.44
K01186	NEU1; sialidase-1 [EC:3.2.1.18]	2846.73	2946.3	3167.62	2537.88	2347.19	7992.79
K01187	malZ; alpha-glucosidase [EC:3.2.1.20]	24557.72	24179.53	22927.370000000006	29463.759999999995	26378.18	35494.86
K01188	E3.2.1.21; beta-glucosidase [EC:3.2.1.21]	7.5	2.5	0.0	0.0	1.5	0.0
K01190	lacZ; beta-galactosidase [EC:3.2.1.23]	16793.55	16582.010000000002	17197.190000000002	21500.31	19677.21	8956.82
K01191	MAN2C1; alpha-mannosidase [EC:3.2.1.24]	3639.56	1223.09	4132.62	7552.03	3565.1	10336.29
K01192	E3.2.1.25, MANBA, manB; beta-mannosidase [EC:3.2.1.25]	4051.0	3887.24	5339.17	3697.25	3894.42	2137.5
K01193	INV, sacA; beta-fructofuranosidase [EC:3.2.1.26]	2876.6	3213.56	2735.7	5127.85	3023.43	9652.820000000003
K01194	TREH, treA, treF; alpha,alpha-trehalase [EC:3.2.1.28]	63.83	18.17	34.53	14.07	35.9	491.39
K01195	uidA, GUSB; beta-glucuronidase [EC:3.2.1.31]	83.83	105.47	92.43	131.0	110.7	126.33
K01197	hya; hyaluronoglucosaminidase [EC:3.2.1.35]	8.76	9.81	15.16	58.84	31.92	810.3299999999998
K01198	xynB; xylan 1,4-beta-xylosidase [EC:3.2.1.37]	417.0	518.0	397.0	669.0	537.1600000000002	927.72
K01200	pulA; pullulanase [EC:3.2.1.41]	2792.0	3103.9	2637.63	4072.81	3157.25	1466.52
K01201	GBA, srfJ; glucosylceramidase [EC:3.2.1.45]	1598.5	1961.0	1567.5	1787.0	1934.0	4352.17
K01205	NAGLU; alpha-N-acetylglucosaminidase [EC:3.2.1.50]	2.0	6.33	9.0	2.0	9.5	105.0
K01206	FUCA; alpha-L-fucosidase [EC:3.2.1.51]	14890.37	13942.34	15446.08	20275.25	17318.29	9001.75
K01207	nagZ; beta-N-acetylhexosaminidase [EC:3.2.1.52]	36867.09	34531.15	35138.78	39848.29999999999	31172.029999999995	36893.83
K01208	cd, ma, nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]	9.0	30.0	32.0	13.0	0.0	382.0
K01209	abfA; alpha-N-arabinofuranosidase [EC:3.2.1.55]	5641.0	6410.82	5187.5	7201.98	6792.940000000001	3292.62
K01210	E3.2.1.58; glucan 1,3-beta-glucosidase [EC:3.2.1.58]	200.0	229.0	229.0	45.5	172.67	389.5
K01212	sacC, levB; levanase [EC:3.2.1.65]	3392.0	3698.0	2586.0	3191.0	2740.0	12324.0
K01214	ISA, treX; isoamylase [EC:3.2.1.68]	9.0	0.0	2.0	13.0	0.0	0.0
K01215	dexB; glucan 1,6-alpha-glucosidase [EC:3.2.1.70]	855.0	924.6	770.0	1093.0	810.0	686.9200000000002
K01216	E3.2.1.73; licheninase [EC:3.2.1.73]	0.0	5.0	0.0	21.0	4.0	1048.0
K01217	IDUA; L-iduronidase [EC:3.2.1.76]	0.0	0.0	0.0	0.0	18.0	6.0
K01218	gmuG; mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	1276.0	1565.5	1244.5	1718.75	1733.75	500.17
K01220	E3.2.1.85, lacG; 6-phospho-beta-galactosidase [EC:3.2.1.85]	3.0	0.18	0.0	1.73	0.36	470.16
K01222	E3.2.1.86A, celF; 6-phospho-beta-glucosidase [EC:3.2.1.86]	4894.07	5258.55	4117.57	4951.079999999999	4009.55	4176.089999999998
K01223	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]	4177.0	4498.21	4050.3	7428.69	4367.960000000001	5934.42
K01224	E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]	332.0	410.34	322.34	581.0	405.84	241.17
K01226	treC; trehalose-6-phosphate hydrolase [EC:3.2.1.93]	866.0200000000002	862.4699999999998	830.9700000000001	1771.9300000000005	750.4599999999998	1410.2299999999998
K01227	E3.2.1.96; mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [EC:3.2.1.96]	0.0	2.18	0.0	12.4	4.03	16.12
K01232	glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]	510.4	547.88	566.23	971.52	507.11	1048.6
K01233	csn; chitosanase [EC:3.2.1.132]	1.0	3.0	7.67	45.0	14.67	309.17
K01235	aguA; alpha-glucuronidase [EC:3.2.1.139]	1043.0	1225.0	966.5	1204.0	1373.5	226.5
K01236	treZ, glgZ; maltooligosyltrehalose trehalohydrolase [EC:3.2.1.141]	6592.41	7246.91	5358.0	6040.08	5870.74	4854.67
K01239	iunH; purine nucleosidase [EC:3.2.2.1]	6945.940000000001	6435.74	7399.37	7410.22	6377.07	15916.05
K01240	URH1; uridine nucleosidase [EC:3.2.2.3]	3.0	0.0	1.0	2.0	0.0	4.5
K01241	amn; AMP nucleosidase [EC:3.2.2.4]	6604.58	7800.5	6898.43	5627.41	6529.54	4665.28
K01243	mtnN, mtn, pfs; adenosylhomocysteine nucleosidase [EC:3.2.2.9]	10088.03	11534.53	11670.42	8742.82	7483.720000000001	26215.48
K01246	tag; DNA-3-methyladenine glycosylase I [EC:3.2.2.20]	23571.410000000003	22959.879999999994	24210.43	22139.14	21101.98	28076.38
K01247	alkA; DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	11980.0	11534.01	12996.14	13520.15	9225.48	14838.97
K01250	rihA; pyrimidine-specific ribonucleoside hydrolase [EC:3.2.-.-]	3747.0	4213.5	3042.82	3241.32	2969.2	2446.26
K01251	E3.3.1.1, ahcY; adenosylhomocysteinase [EC:3.3.1.1]	32897.60000000001	32716.619999999984	32401.809999999994	33302.590000000004	32985.15	25910.92
K01252	entB, dhbB, vibB, mxcF; bifunctional isochorismate lyase / aryl carrier protein [EC:3.3.2.1 6.3.2.14]	1160.33	1277.0	981.43	1021.24	1146.2	2348.03
K01253	EPHX1; microsomal epoxide hydrolase [EC:3.3.2.9]	2588.0	289.0	3157.0	5926.0	2332.0	689.5
K01255	CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]	34097.35000000001	34121.779999999984	34183.520000000004	33381.0	30738.789999999994	40212.95
K01256	pepN; aminopeptidase N [EC:3.4.11.2]	20548.4	22774.75999999999	18615.27	19455.65	17600.03	34385.119999999995
K01258	pepT; tripeptide aminopeptidase [EC:3.4.11.4]	11753.32	12665.95	13515.37	13231.76	12143.37	17211.629999999994
K01259	pip; proline iminopeptidase [EC:3.4.11.5]	6995.42	7162.06	8120.559999999998	8148.59	6632.0	21977.78
K01261	pepA; glutamyl aminopeptidase [EC:3.4.11.7]	285.0	212.5	261.0	56.75	90.0	736.21
K01262	pepP; Xaa-Pro aminopeptidase [EC:3.4.11.9]	39078.63000000001	38881.33	39576.81	40384.36	38853.31999999999	39878.539999999986
K01263	E3.4.11.14; cytosol alanyl aminopeptidase [EC:3.4.11.14]	53.0	29.0	53.0	5.0	36.0	320.0
