function	description	A4	A5	A6	A52	A53	A54
TIGR00516	holo-[acyl-carrier-protein] synthase	26185.79	26384.41	25040.79	28799.89	26055.77	24210.550000000007
TIGR00517	acyl carrier protein	48520.09	48965.40999999999	48125.7	47556.48	48032.35	47809.71
TIGR00518	alanine dehydrogenase	23114.03	23076.41	22292.85	25941.5	24033.34	18038.69
TIGR00519	L-asparaginase, type I	9583.77	10486.81	9756.8	9675.17	11470.38	5151.8499999999985
TIGR00520	L-asparaginase, type II	4559.84	5847.47	6187.66	3559.88	2505.45	5639.33
TIGR00521	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase	33307.789999999986	33363.109999999986	34296.130000000005	34841.72	33903.68999999999	38026.17
TIGR00522	diphthine synthase	4086.0	4482.17	3851.17	2754.83	4853.67	2318.5
TIGR00523	translation initiation factor eIF-1A	4338.0	4756.18	4098.18	3434.82	5374.68	2629.0
TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins	23452.53	24855.85	22112.47	20550.97	25826.52	13902.86
TIGR00525	dihydroneopterin aldolase	30510.12	30772.55	31173.560000000005	30734.46	29427.39	36260.53
TIGR00526	FolB domain	30485.12	30718.55	31124.560000000005	30677.46	29366.39	36235.53
TIGR00527	glycine cleavage system H protein	29358.36	28892.779999999995	30135.28	31260.15	28052.05	36190.13
TIGR00528	glycine cleavage system T protein	28949.78	28833.92	29132.78000000001	30680.9	28861.8	34884.13
TIGR00529	integral membrane protein, TIGR00529 family	7.0	13.0	8.0	0.0	6.0	0.0
TIGR00530	1-acylglycerol-3-phosphate O-acyltransferases	93635.1	92845.92999999998	92706.14	96772.24	85117.36	98229.29
TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein	15818.7	16722.02	17061.129999999994	12406.56	14445.6	22788.210000000006
TIGR00532	hydroxymethylglutaryl-CoA reductase, degradative	6814.0	7526.0	6521.0	6596.75	7522.33	3626.21
TIGR00533	hydroxymethylglutaryl-CoA reductase (NADPH)	325.5	302.17	287.17	774.33	551.67	281.0
TIGR00534	glucose-6-phosphate dehydrogenase assembly protein OpcA	6583.25	7318.65	5373.5	6397.25	6036.08	12469.84
TIGR00536	methyltransferase, HemK family	39756.11	39453.789999999986	41435.06000000001	39874.539999999986	35846.639999999985	51634.90999999999
TIGR00537	putative methylase	6058.0	6695.0	5515.67	4997.83	6933.67	5549.67
TIGR00538	oxygen-independent coproporphyrinogen III oxidase	12457.16	13324.42	12888.6	8174.91	11090.96	14720.28
TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase	30281.450000000004	32396.339999999997	30247.79	29027.64	29469.019999999997	36159.88
TIGR00540	heme biosynthesis-associated TPR protein	2531.33	2453.42	4267.43	620.24	924.21	2399.36
TIGR00541	histidine decarboxylase, pyruvoyl type	1.69	1.62	1.54	1.46	1.23	8.54
TIGR00542	putative hexulose-6-phosphate isomerase	192.02	186.59	241.07	19.35	22.630000000000006	79.92
TIGR00543	isochorismate synthase	14029.91	13656.67	14613.24	18880.3	13623.68	21648.24
TIGR00544	prolipoprotein diacylglyceryl transferase	33869.97	33972.789999999986	34330.5	36215.76	33002.73999999998	37706.92
TIGR00545	lipoyltransferase and lipoate-protein ligase	5556.42	6104.52	6218.1399999999985	6397.97	5913.07	16162.42
TIGR00546	apolipoprotein N-acyltransferase	24326.9	24182.119999999995	22676.1	24075.82	22801.45	19668.95
TIGR00547	outer membrane lipoprotein carrier protein LolA	4747.66	4498.05	6469.1	2651.07	1957.4600000000007	10540.69
TIGR00548	outer membrane lipoprotein LolB	3591.16	2826.8	4884.93	2374.07	1423.2900000000004	10190.19
TIGR00549	mevalonate kinase	4753.0	4956.67	4394.17	4692.58	5300.0	3143.21
TIGR00550	quinolinate synthetase complex, A subunit	32596.29	32876.179999999986	31560.3	31553.72	32740.35	33971.78
TIGR00551	L-aspartate oxidase	26380.970000000005	26210.65	25855.82	27409.55	25814.91	29934.66
TIGR00552	NAD+ synthetase	37582.71	37882.77	37818.3	37980.47	36955.109999999986	39422.55
TIGR00553	aminodeoxychorismate synthase, component I	5228.83	5476.69	4582.78	5471.31	5101.76	6144.88
TIGR00554	pantothenate kinase	11844.91	10489.15	11029.26	14818.66	10609.62	16057.66
TIGR00555	pantothenate kinase	558.67	894.5	1332.5500000000004	679.6700000000002	271.5	5233.730000000001
TIGR00556	phosphopantetheine--protein transferase domain	28690.95	28151.67	28564.46	30665.97	27719.269999999997	27440.050000000007
TIGR00557	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	15502.82	16445.21	15856.1	11423.07	14831.12	23226.11
TIGR00558	pyridoxamine 5'-phosphate oxidase	20304.82	19247.37	21315.6	21033.82	17259.53	19758.45
TIGR00559	pyridoxine 5'-phosphate synthase	14199.82	14987.21	14645.6	9979.57	12978.62	14957.11
TIGR00560	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	42192.95	40081.539999999986	41684.960000000014	45268.22	39753.429999999986	47068.55
TIGR00561	NAD(P)(+) transhydrogenase (AB-specific), alpha subunit	16074.16	17195.879999999994	15788.1	13054.74	12817.46	16161.11
TIGR00562	protoporphyrinogen oxidase	15021.42	12118.84	16608.43	22422.72	13581.8	22370.37
TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase	26072.29	28283.759999999995	25947.13	20304.64	23222.189999999995	33964.880000000005
TIGR00564	anthranilate synthase component I	19912.36	21159.59	19784.689999999995	15974.33	17501.93	22306.56
TIGR00565	anthranilate synthase component I	229.41000000000003	259.42	327.26	37.24	13.37	50.36
TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase	36084.7	36892.609999999986	37316.44	37165.61	35254.419999999984	48827.76
TIGR00567	DNA-3-methyladenine glycosylase	14050.54	12217.82	14920.98	20779.15	14052.72	16486.1
TIGR00568	alkylated DNA repair protein AlkB	2770.08	3555.83	2876.1	1858.74	2106.87	9971.95
TIGR00571	DNA adenine methylase	2055.24	2082.17	1907.73	2828.44	2564.94	7238.04
TIGR00573	exonuclease, DNA polymerase III, epsilon subunit family	38418.98	36156.779999999984	41837.27	43353.17	35312.359999999986	44456.42000000001
TIGR00574	DNA ligase I, ATP-dependent (dnl1)	10057.0	11077.84	8730.84	8204.58	10112.25	7558.67
TIGR00575	DNA ligase, NAD-dependent	32893.450000000004	32725.339999999997	33409.960000000014	35207.97	31846.349999999984	37942.38
TIGR00576	dUTP diphosphatase	31335.630000000005	30839.329999999994	31030.570000000003	30927.66	30288.49	28493.370000000006
TIGR00577	DNA-formamidopyrimidine glycosylase	36377.44	31819.039999999994	36834.62	44566.06	32731.379999999994	39839.179999999986
TIGR00580	transcription-repair coupling factor	32842.950000000004	32659.339999999997	33349.460000000014	34916.47	31763.849999999984	36783.38
TIGR00581	molybdenum cofactor biosynthesis protein C	34542.119999999995	34583.329999999994	34632.41	34776.65	33946.98999999998	34788.55
TIGR00584	mismatch-specific thymine-DNA glycosylate (mug)	4177.83	1976.5	4451.93	7731.57	3905.86	5400.089999999998
TIGR00585	DNA mismatch repair protein MutL	26224.870000000006	27791.359999999993	26909.13	23308.05	26724.93999999999	25883.71
TIGR00586	mutator mutT protein	31844.61	31040.54	32529.07	30254.730000000003	25973.7	38790.15999999999
TIGR00587	apurinic endonuclease (APN1)	18717.58	20666.48	18250.14	18916.8	19229.31	15818.09
TIGR00588	8-oxoguanine DNA-glycosylase (ogg)	4388.68	4149.17	4130.18	3922.56	5124.39	828.04
TIGR00589	methylated-DNA--[protein]-cysteine S-methyltransferase	47738.45	49801.13	47743.7	47738.03	46676.2	50404.15
TIGR00590	proliferating cell nuclear antigen (pcna)	4086.0	4482.17	3857.17	2769.83	4857.67	2321.5
TIGR00591	deoxyribodipyrimidine photolyase	4120.16	4516.0	3998.17	2431.16	4701.5	2288.5
TIGR00593	DNA polymerase I	32820.450000000004	32627.339999999997	33315.960000000014	34913.97	31746.349999999984	37758.38
TIGR00594	DNA polymerase III, alpha subunit	49715.97	48583.10999999999	51214.17000000001	53841.35	47506.65999999999	56639.51
TIGR00595	primosomal protein N'	28117.950000000004	27317.339999999997	29383.96	30482.72	27835.09999999999	35127.88
TIGR00603	DNA repair helicase rad25	1.33	1.33	0.0	23.33	4.33	146.0
TIGR00607	recombination protein rad52	87.0	117.0	81.0	85.0	94.0	65.0
TIGR00608	DNA repair protein RadC	23286.210000000006	24461.209999999992	24351.45	22359.24	23290.109999999993	25586.820000000003
TIGR00609	exodeoxyribonuclease V, beta subunit	9225.66	6840.55	11111.93	10449.07	6184.79	12848.19
TIGR00611	DNA replication and repair protein RecF	30057.960000000006	29333.259999999995	30347.62000000001	33467.81	29877.349999999995	35120.05
TIGR00612	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	32064.950000000004	31988.669999999995	32648.960000000006	33000.72	31294.519999999997	36346.84
TIGR00613	DNA repair protein RecO	32606.450000000004	32451.339999999997	33148.960000000014	34163.47	31370.599999999984	29919.88
TIGR00614	ATP-dependent DNA helicase, RecQ family	32993.210000000014	33637.709999999985	35034.86	35688.959999999985	33261.81	39805.61
TIGR00615	recombination protein RecR	32805.12000000002	32617.339999999997	33322.29	34899.64	31727.349999999984	36726.05
TIGR00616	recombinase, phage RecT family	93.0	107.33	151.0	54.0	18.0	347.2800000000001
TIGR00618	exonuclease SbcC	4901.5	5398.1399999999985	5810.48	4746.8899999999985	2647.99	17646.25
TIGR00619	exonuclease SbcCD, D subunit	18207.870000000006	17496.76	19142.96	21493.309999999994	15571.35	29513.460000000006
TIGR00621	single-stranded DNA-binding protein	42566.5	43565.07	43688.87	49249.06	42141.38999999999	62502.4
TIGR00623	cell division inhibitor SulA	208.33	224.67	307.26	29.24	12.87	40.86
TIGR00624	DNA-3-methyladenine glycosylase I	23636.410000000003	22974.879999999994	24210.43	22117.14	20973.98	28094.38
TIGR00628	uracil-DNA glycosylase	25882.090000000004	25552.509999999995	27040.660000000003	26564.369999999995	23785.949999999993	35015.130000000005
TIGR00629	UV damage endonuclease UvdE	1312.5100000000002	1606.83	2060.6800000000007	2195.57	1208.0500000000004	5527.6
TIGR00630	excinuclease ABC subunit A	48625.85	50980.23999999999	49185.47	48997.87	47637.24999999999	58160.93
TIGR00631	excinuclease ABC subunit B	36896.45	37102.50999999999	37177.13000000001	37665.8	36597.02	39036.87999999998
TIGR00632	DNA mismatch endonuclease Vsr	3645.83	1323.35	3849.43	7413.299999999998	3187.56	11181.48
TIGR00633	exodeoxyribonuclease III (xth)	44844.37	45608.72999999999	44885.8	42383.99000000001	41684.58	51715.35
TIGR00634	DNA repair protein RecN	32305.950000000004	32122.339999999997	33004.960000000014	34407.97	31222.849999999984	36523.38
TIGR00635	Holliday junction DNA helicase RuvB	33036.450000000004	32851.34	33548.960000000014	35540.97	32226.349999999984	36830.38
TIGR00636	ATP:cob(I)alamin adenosyltransferase	23236.94	22702.97	25624.59	27751.77	20422.919999999995	29236.029999999995
TIGR00637	ModE molybdate transport repressor domain	7336.33	9240.8	7848.27	4591.24	5145.55	13938.06
TIGR00638	molybdenum-pterin binding domain	22645.15	22986.419999999995	21553.04	24378.63	19306.68	11713.73
TIGR00639	phosphoribosylglycinamide formyltransferase	36344.95	36518.85	36615.06000000001	34900.04	35780.889999999985	39006.23999999998
TIGR00640	methylmalonyl-CoA mutase C-terminal domain	55471.75000000001	52867.4	54355.1	64095.13	52980.48	33812.06
TIGR00641	methylmalonyl-CoA mutase N-terminal domain	52583.87	48568.57000000001	52466.99999999999	66654.61	49248.67	33346.73
TIGR00642	methylmalonyl-CoA mutase, small subunit	11776.25	10425.58	10936.0	14882.92	11177.58	4977.42
TIGR00643	ATP-dependent DNA helicase RecG	32523.79	32434.509999999995	32957.460000000014	34554.14	31374.189999999995	36689.88000000001
TIGR00644	single-stranded-DNA-specific exonuclease RecJ	22976.370000000006	24338.69	23926.96	23067.72	23391.769999999997	23476.710000000006
TIGR00645	TIGR00645 family protein	3917.33	3922.26	5210.97	1987.83	2489.19	5121.27
TIGR00647	DNA-binding protein WhiA	13692.13	15113.63	13303.36	15245.9	13733.73	20585.27
TIGR00648	recombination protein U	804.67	1164.66	1728.5500000000004	1630.0500000000004	501.39	6885.51
TIGR00649	beta-CASP ribonuclease, RNase J family	32782.539999999986	33726.34	31916.27	36559.0	32755.329999999994	38443.59
TIGR00651	phosphate acetyltransferase	18035.5	19450.94	16910.14	16196.85	18808.77	18935.26
TIGR00652	diaminopimelate epimerase	34058.28	34306.29	34546.3	34200.49	33788.649999999994	37892.59
TIGR00653	glutamine synthetase, type I	42220.42000000001	43448.43	41492.22	40687.499999999985	40365.539999999986	54607.45999999999
TIGR00654	phenazine biosynthesis protein, PhzF family	27709.81	27470.969999999994	29108.29	26418.36	22963.95	46934.60999999999
TIGR00655	formyltetrahydrofolate deformylase	19850.410000000003	21652.44	19298.77	15872.32	17877.869999999995	39313.61
TIGR00656	aspartate kinase, monofunctional class	30917.15	30729.659999999996	28947.43	31488.76	29911.719999999987	34557.39
TIGR00657	aspartate kinase	47652.9	48705.65	50406.54999999999	49314.97	47965.07	54207.67
TIGR00658	ornithine carbamoyltransferase	36339.45	36514.859999999986	36274.63	40568.52	35935.54999999999	38671.069999999985
TIGR00659	TIGR00659 family protein	4289.43	5159.38	5343.49	4248.97	2822.34	9048.96
TIGR00661	conserved hypothetical protein	3924.75	4523.09	4214.34	4787.33	4830.42	2915.0
TIGR00663	DNA polymerase III, beta subunit	32737.62000000001	32613.009999999995	33222.960000000014	35074.89	31717.769999999997	37649.05
TIGR00664	DNA polymerase III, psi subunit	208.33	224.67	307.36	29.24	13.07	40.86
TIGR00665	replicative DNA helicase	33397.880000000005	33093.709999999985	33877.570000000014	35301.63	32087.189999999995	37310.45
TIGR00666	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	16628.07	16688.57	17282.82	19576.07	15114.11	30971.03
TIGR00667	leucyl/phenylalanyl-tRNA--protein transferase	16344.82	14302.71	17223.6	16185.07	12337.62	15957.61
TIGR00668	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	4651.66	4405.05	6340.6	2504.07	1799.13	10543.69
TIGR00669	aspartate--ammonia ligase	5065.01	5429.65	5054.77	5287.62	5623.62	2201.5200000000004
TIGR00670	aspartate carbamoyltransferase	36821.12	36996.17999999999	37133.3	37605.8	36539.69	38985.87999999998
TIGR00671	pantothenate kinase, type III	27407.54	26951.52	28987.7	30447.31	27705.48	24580.390000000007
TIGR00672	CDP-diacylglycerol diphosphatase	158.33	169.67	199.43	4.57	2.2	40.86
TIGR00673	cyanase	4140.5	4147.51	3806.44	3579.33	2876.54	3508.89
TIGR00674	4-hydroxy-tetrahydrodipicolinate synthase	39167.44	39545.05	39142.27	38173.66	38424.50999999999	47077.53999999999
TIGR00675	DNA (cytosine-5-)-methyltransferase	12074.7	10719.02	12119.52	13503.23	10333.04	21332.44
TIGR00676	methylenetetrahydrofolate reductase [NAD(P)H]	20220.32	21919.34	19625.1	16602.32	18276.87	18381.99
TIGR00678	DNA polymerase III, delta' subunit	29192.050000000007	31047.199999999993	31484.93	26820.28	27003.55	34261.03
TIGR00679	HPr(Ser) kinase/phosphatase	8281.35	8693.23	10705.23	7106.05	7678.75	12411.1
TIGR00680	K+-transporting ATPase, A subunit	12248.5	10540.99	13288.44	13480.73	9637.92	8118.93
TIGR00681	K+-transporting ATPase, C subunit	9176.67	7125.49	10888.94	10932.48	7346.42	7743.93
TIGR00682	tetraacyldisaccharide 4'-kinase	15676.82	16722.71	16083.6	12093.07	15005.29	14868.11
TIGR00683	N-acetylneuraminate lyase	1256.77	1138.84	1170.97	2285.28	1406.18	3182.61
TIGR00684	nitrate reductase molybdenum cofactor assembly chaperone	5674.74	5986.92	4736.19	4915.23	4838.32	11182.81
TIGR00685	trehalose-phosphatase	14102.08	12302.99	15310.1	18112.4	13461.94	21403.11
TIGR00686	putative alkylphosphonate utilization operon protein PhnA	11892.339999999998	10010.96	14687.66	14574.63	8946.119999999999	28817.210000000006
TIGR00687	pyridoxal kinase	6576.91	6578.17	6868.19	4766.48	4923.07	4975.67
TIGR00688	protein RarD	16587.08	16193.87	19327.48	19071.07	12523.66	43439.179999999986
TIGR00689	sugar-phosphate isomerase, RpiB/LacA/LacB family	34131.959999999985	29594.22	34166.290000000015	45961.51999999999	35310.899999999994	28939.1
TIGR00690	DNA-directed RNA polymerase, omega subunit	27198.79	26428.509999999995	27522.96	27108.39	24806.019999999997	33966.880000000005
TIGR00691	RelA/SpoT family protein	39098.95	38924.389999999985	41215.56000000001	39617.209999999985	35162.81	48740.24
TIGR00692	L-threonine 3-dehydrogenase	6970.83	7078.92	7252.76	5784.14	6025.4	10796.65
TIGR00693	thiamine-phosphate diphosphorylase	28935.880000000005	30007.669999999995	30490.81	27148.96	28514.489999999994	40093.51
TIGR00694	hydroxyethylthiazole kinase	9293.29	9677.780000000002	9860.8	10166.47	8585.1	19087.29
TIGR00695	mannonate dehydratase	2313.82	2771.640000000001	2363.74	2621.17	2830.02	2939.080000000001
TIGR00696	glycosyltransferase, WecB/TagA/CpsF family	8595.21	9588.71	8883.789999999999	12862.420000000002	9588.24	10513.930000000002
TIGR00697	conserved hypothetical integral membrane protein	16664.91	15720.59	18149.1	19048.47	16584.24	19756.02
TIGR00698	conserved hypothetical protein	20308.130000000005	21921.939999999995	20001.120000000006	17604.670000000002	18250.07	26043.430000000004
TIGR00699	4-aminobutyrate aminotransferase	43.0	91.0	100.0	58.0	43.66	1452.0
TIGR00700	4-aminobutyrate transaminase	8109.99	9130.69	6974.37	11100.97	8297.9	20569.2
TIGR00701	TIGR00701 family protein	8185.33	8363.710000000001	9413.84	5979.0	5965.59	14296.75
TIGR00702	YcaO-type kinase domain	6857.83	7277.3	6719.93	5419.32	6586.0999999999985	4551.53
TIGR00704	Na/Pi-cotransporter II-related protein	18192.25	20203.8	18908.59	16017.46	17378.12	12995.58
TIGR00705	signal peptide peptidase SppA, 67K type	7227.33	7288.67	8506.26	6729.99	7614.95	6074.86
TIGR00706	signal peptide peptidase SppA, 36K type	23331.01	25005.84	24378.55	19755.49	20963.55	34143.83
TIGR00707	transaminase, acetylornithine/succinylornithine family	30796.17	30390.18	30836.69	29663.75	28962.06999999999	34673.139999999985
TIGR00708	cob(I)yrinic acid a,c-diamide adenosyltransferase	24414.380000000005	24977.63	23330.46	23953.82	24401.909999999996	10277.0
TIGR00709	2,4-diaminobutyrate 4-transaminase	7920.33	8487.79	7452.17	6066.83	7254.67	12434.53
TIGR00710	drug resistance transporter, Bcr/CflA subfamily	27603.400000000005	27109.409999999996	29616.24	23887.15	21738.089999999997	29814.55
TIGR00711	drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family	104644.99	107654.49	103110.45000000004	116746.09	97268.76	169039.37
TIGR00712	glycerol-3-phosphate transporter	394.02	436.29	569.3000000000002	154.69999999999996	53.1	764.07
TIGR00713	glutamate-1-semialdehyde-2,1-aminomutase	33008.45	33279.889999999985	34680.63	33330.79	31954.88	46454.77
TIGR00714	Fe-S protein assembly co-chaperone HscB	3821.16	4135.55	4165.1	2366.57	1436.62	8959.69
TIGR00715	precorrin-6x reductase	11824.55	13152.21	10448.36	9861.5	10773.2	6782.85
TIGR00716	ribonuclease HIII	1038.34	1284.6799999999996	1961.88	1901.49	773.03	6642.730000000001
TIGR00717	ribosomal protein bS1	33120.11	33140.92	33605.960000000014	35377.8	32082.509999999995	36885.88000000001
TIGR00718	L-serine dehydratase, iron-sulfur-dependent, alpha subunit	4122.04	4934.85	4876.1	5475.26	4335.48	8507.85
TIGR00719	L-serine dehydratase, iron-sulfur-dependent, beta subunit	5642.540000000001	6715.85	6477.1	8347.01	6461.9000000000015	13683.85
TIGR00720	L-serine ammonia-lyase	12574.15	10806.56	14685.12	15823.62	11755.77	23775.48
TIGR00721	DNA-binding protein, Tfx family	4003.0	4419.0	3796.0	2661.5	4789.5	2310.0
TIGR00722	hydrolyase, tartrate alpha subunit/fumarate domain protein, Fe-S type	27139.34	29218.38999999999	27048.79	22932.570000000003	26258.4	27120.98
TIGR00723	hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type	27111.84	29210.38999999999	27063.29	22978.570000000003	26270.9	27225.48
TIGR00724	biotin-dependent carboxylase uncharacterized domain	13418.57	15694.86	12640.81	13782.24	12208.61	30455.43
TIGR00725	TIGR00725 family protein	31210.27	31921.519999999997	30177.689999999984	32058.93	30823.64	38426.64
TIGR00726	YfiH family protein	27171.120000000006	26643.589999999997	27413.130000000005	28322.23	25200.519999999997	33436.67
TIGR00728	oligopeptide transporter, OPT superfamily	2945.16	2462.63	3811.5	2339.33	2447.66	3376.5
TIGR00729	ribonuclease HII	4086.0	4482.17	3851.17	2754.83	4853.67	2318.5
TIGR00730	TIGR00730 family protein	38038.650000000016	33806.31	39678.89	42765.59	33163.59	48044.77
TIGR00731	ribosomal protein bL25, Ctc-form	28841.460000000006	28860.24	29303.36	32290.57	29046.98	35029.36
TIGR00732	DNA protecting protein DprA	33210.200000000004	32806.59	33655.960000000014	35469.22	32078.599999999984	37022.88
TIGR00733	oligopeptide transporter, OPT family	4559.0	3741.46	5321.18	4601.65	4073.38	4002.25
TIGR00734	hisA/hisF family protein	4589.66	5002.67	4307.84	3168.66	5398.34	2456.5
TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit	38891.01	39780.47	39123.76	37517.679999999986	38869.37	41937.34
TIGR00736	putative TIM-barrel protein	295.5	274.17	266.17	712.33	530.67	140.5
TIGR00737	putative TIM-barrel protein, nifR3 family	32254.950000000004	32177.009999999984	32829.630000000005	31566.800000000007	30985.019999999986	32606.35
TIGR00738	Rrf2 family protein	56791.08	60041.16999999999	57027.02	58864.8	56042.09999999999	70146.38999999997
TIGR00739	preprotein translocase, YajC subunit	31897.0	31846.579999999994	32542.54	32137.890000000007	30539.809999999994	36162.459999999985
TIGR00740	tRNA (cmo5U34)-methyltransferase	307.33	344.67	430.26	653.2399999999999	288.79	6645.86
TIGR00741	ribosomal subunit interface protein	31900.86	33782.77	31986.89	29828.29	29675.14	33400.07
TIGR00742	tRNA dihydrouridine synthase A	7559.16	7643.88	8562.6	5506.74	4806.46	12727.11
TIGR00743	conserved hypothetical protein	210.66	226.34	308.69	29.24	13.07	48.19
TIGR00744	ROK family protein (putative glucokinase)	19580.08	20787.45	17684.85	22386.63	21023.07	20637.11
TIGR00745	2-dehydropantoate 2-reductase	21171.590000000004	23172.1	21642.000000000004	17793.8	22471.039999999994	22215.490000000005
TIGR00746	carbamate kinase	13982.51	15144.37	12954.13	14394.78	14431.61	7821.93
TIGR00747	3-oxoacyl-[acyl-carrier-protein] synthase III	36272.7	38802.08	37466.63000000001	33537.98	36105.91	46520.2
TIGR00748	putative hydroxymethylglutaryl-CoA synthase	4292.5	4686.17	4034.17	4524.33	5166.17	2423.5
TIGR00749	glucokinase	4743.33	3259.84	6676.27	2276.99	3077.79	6657.28
TIGR00750	LAO/AO transport system ATPase	28423.28	26771.83	28306.95	35947.1	26927.01	16409.9
TIGR00751	1,4-dihydroxy-2-naphthoate octaprenyltransferase	15467.58	14957.17	16171.81	21754.56	15236.98	20438.210000000006
TIGR00752	outer membrane lipoprotein, Slp family	957.16	426.34	2363.69	192.74	273.74	1749.86
TIGR00753	undecaprenyl-diphosphatase UppP	30654.62000000001	33242.139999999985	31409.46	30168.2	29979.039999999994	41727.23
TIGR00754	bacterioferritin	15835.32	13604.09	18674.77	14918.82	10134.96	25612.11
TIGR00755	ribosomal RNA small subunit methyltransferase A	36902.95	37105.50999999999	37181.460000000014	37673.8	36603.52	39036.87999999998
TIGR00756	pentatricopeptide repeat domain	185.0	205.5	219.0	193.5	233.0	1273.36
TIGR00757	ribonuclease, Rne/Rng family	36698.44	36291.889999999985	37826.51	34012.619999999995	32825.81	40410.63
TIGR00758	uracil-DNA glycosylase, family 4	29747.19	30238.07	27116.64	32322.930000000004	31009.89	20944.28
TIGR00759	pyruvate dehydrogenase (acetyl-transferring), homodimeric type	16007.07	14319.1	17001.77	17095.82	12144.21	24579.03
TIGR00760	L-ribulose-5-phosphate 4-epimerase	11006.12	11206.19	11550.2	13183.59	11879.86	15777.49
TIGR00761	acetylglutamate kinase	34679.51	34961.969999999994	34958.259999999995	34435.679999999986	33832.19999999998	35977.45
TIGR00762	EDD domain protein, DegV family	26198.380000000005	27049.33	28776.51	36363.390000000014	25411.24	50849.75
TIGR00763	endopeptidase La	26305.370000000006	28077.519999999997	26811.13	27395.13	26541.839999999997	26894.67
TIGR00764	putative ATP-dependent protease	12706.56	12905.640000000005	11718.430000000002	11776.21	12235.35	7584.29
TIGR00765	YihY family inner membrane protein	35093.5	35473.859999999986	37343.1	34711.65	33446.789999999986	53778.38
TIGR00766	inner membrane protein YhjD	7125.58	7819.75	5925.76	6250.99	6177.95	6094.03
TIGR00767	transcription termination factor Rho	32687.450000000004	32437.339999999997	33277.29	34867.89	31646.849999999984	37808.22
TIGR00768	alpha-L-glutamate ligase, RimK family	14929.99	13255.84	15551.77	18475.230000000003	14937.04	14817.48
TIGR00769	ADP/ATP carrier protein family	33.0	5.0	8.0	48.0	2.0	0.0
TIGR00770	transporter, anaerobic C4-dicarboxylate uptake (Dcu) family	537.6600000000002	596.84	732.52	199.98	116.74	653.0600000000002
TIGR00771	transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family	554.0	592.0	808.0200000000002	61.82	28.08	110.25
TIGR00773	Na+/H+ antiporter NhaA	14160.33	16165.32	13416.93	14721.66	13720.95	26431.45
TIGR00774	Na+/H+ antiporter NhaB	229.33	251.67	345.76	53.24	23.37	73.86
TIGR00775	Na+/H+ antiporter, NhaD family	7.0	0.5	6.0	0.0	0.0	0.0
TIGR00776	RhaT L-rhamnose-proton symporter family protein	8.33	4.67	6.43	23.24	3.87	585.53
TIGR00777	alkylhydroperoxidase, AhpD family	1880.25	2039.41	1524.5	1976.17	1896.83	3310.59
TIGR00778	alkylhydroperoxidase AhpD family core domain	66938.43	63669.60999999999	69354.04000000001	70312.14	64327.65	74176.87
TIGR00779	cadmium resistance transporter family protein	3.0	4.0	5.0	13.5	1.33	731.0
TIGR00780	cytochrome c oxidase, cbb3-type, subunit I	5798.83	6673.25	5782.34	5038.17	5497.59	13265.42
TIGR00781	cytochrome c oxidase, cbb3-type, subunit II	5866.83	6681.25	5924.34	5004.67	5589.09	13227.42
TIGR00782	cytochrome c oxidase, cbb3-type, subunit III	5703.0	6449.08	5596.67	4874.67	5409.92	12729.09
TIGR00783	citrate carrier protein, CCS family	6.0	0.0	3.0	153.0	54.0	1111.21
TIGR00784	citrate transporter	1490.83	1681.24	1583.83	1724.17	1410.67	11870.67
TIGR00785	transporter, divalent anion:Na+ symporter (DASS) family	8942.109999999999	10058.68	9387.92	6337.8200000000015	6956.76	30516.1
TIGR00786	TRAP transporter, DctM subunit	28711.45	35112.89	28014.19	25918.91	26132.82	31377.57
TIGR00787	TRAP transporter solute receptor, DctP family	15472.42	19247.76	16517.1	14812.31	13592.0	20588.57
TIGR00789	FlhB domain protein	2357.19	2985.65	3209.99	3231.26	2253.61	5453.24
TIGR00790	formate/nitrite transporter	11808.01	12023.67	11297.15	12585.41	11475.930000000002	6406.74
TIGR00791	transporter, gluconate:H+ symporter (GntP) family	6790.5	8542.67	7873.199999999999	7730.540000000001	6545.12	28150.98
TIGR00792	sugar (Glycoside-Pentoside-Hexuronide) transporter	3277.62	3849.82	3129.9700000000007	5061.13	3975.51	1667.29
TIGR00793	2-keto-3-deoxygluconate transporter	83.39999999999998	93.0	48.06999999999999	350.0	184.77	6055.03
TIGR00794	potassium uptake protein	8544.66	6127.0	10379.27	9247.57	5611.700000000002	5967.61
